Time (ms), Temperature (C), Shunt Voltage, Bus Voltage (V), Current (mA), Power (mW), Load Voltage (V)
756000,40.88,-0.03,3.98,0.10,0.00,3.98
756500,40.88,-0.02,3.98,-0.30,0.00,3.98
757000,40.88,-0.01,3.98,-0.30,0.00,3.98
757500,40.88,-0.03,3.98,0.00,0.00,3.98
758000,40.88,-0.01,3.98,-0.40,0.00,3.98
758500,40.81,-0.02,3.98,-0.20,0.00,3.98
759000,40.81,-0.02,3.98,-0.20,0.00,3.98
759500,40.81,-0.01,3.98,-0.30,0.00,3.98
760000,40.81,-0.03,3.98,-0.30,0.00,3.98
760500,40.75,-0.01,3.98,-0.30,0.00,3.98
761000,40.81,0.00,3.98,-0.20,0.00,3.98
761500,40.81,-0.03,3.98,-0.30,0.00,3.98
762000,40.81,-0.01,3.98,-0.10,0.00,3.98
762500,40.81,0.00,3.98,-0.30,0.00,3.98
763000,40.81,-0.01,3.98,-0.30,0.00,3.98
763500,40.81,0.00,3.98,-0.20,0.00,3.98
764000,40.81,-0.03,3.98,-0.30,0.00,3.98
764500,40.81,0.00,3.98,-0.10,0.00,3.98
765000,40.75,-0.02,3.98,-0.40,0.00,3.98
765500,40.75,-0.01,3.98,0.10,0.00,3.98
766000,40.75,-0.01,3.98,-0.20,0.00,3.98
766500,40.75,-0.02,3.98,-0.30,0.00,3.98
767000,40.69,-0.02,3.98,-0.30,0.00,3.98
767500,40.69,-0.03,3.98,-0.40,0.00,3.98
768000,40.69,0.00,3.98,-0.40,0.00,3.98
768500,40.69,-0.01,3.98,0.20,0.00,3.98
769000,40.69,-0.01,3.98,-0.20,0.00,3.98
769500,40.69,-0.03,3.98,-0.30,0.00,3.98
770000,40.75,-0.02,3.98,-0.30,0.00,3.98
770500,40.69,-0.04,3.98,-0.10,0.00,3.98
771000,40.69,-0.04,3.98,-0.60,0.00,3.98
771500,40.69,-0.02,3.98,0.10,0.00,3.98
772000,40.63,-0.02,3.98,-0.10,0.00,3.98
772500,40.63,-0.02,3.98,-0.20,0.00,3.98
773000,40.63,-0.01,3.98,-0.30,0.00,3.98
773500,40.56,-0.02,3.98,-0.30,0.00,3.98
774000,40.63,0.00,3.98,-0.10,0.00,3.98
774500,40.56,-0.01,3.98,-0.20,0.00,3.98
775000,40.56,-0.03,3.98,-0.20,0.00,3.98
775500,40.50,0.00,3.98,-0.30,0.00,3.98
776000,40.50,0.00,3.98,-0.30,0.00,3.98
776500,40.44,-0.02,3.98,-0.30,0.00,3.98
777000,40.44,0.00,3.98,-0.20,0.00,3.98
777500,40.38,-0.02,3.98,-0.40,0.00,3.98
778000,40.38,-0.02,3.98,-0.20,0.00,3.98
778500,40.38,-0.02,3.98,-0.50,4.00,3.98
779000,40.31,-0.01,3.98,-0.10,0.00,3.98
779500,40.31,0.00,3.98,-0.30,0.00,3.98
780000,40.31,-0.03,3.98,-0.20,0.00,3.98
780500,40.25,-0.01,3.98,-0.20,0.00,3.98
781000,40.25,-0.02,3.98,0.00,0.00,3.98
781500,40.25,-0.01,3.98,-0.20,0.00,3.98
782000,40.25,0.00,3.98,-0.10,0.00,3.98
782500,40.25,-0.01,3.98,-0.30,0.00,3.98
783000,40.19,-0.02,3.98,-0.20,0.00,3.98
783500,40.13,-0.02,3.98,-0.20,0.00,3.98
784000,40.13,-0.01,3.98,-0.30,0.00,3.98
784500,40.13,-0.01,3.98,-0.30,0.00,3.98
785000,40.13,0.00,3.98,0.00,0.00,3.98
785500,40.13,-0.02,3.98,-0.30,0.00,3.98
786000,40.13,-0.01,3.98,0.00,0.00,3.98
786500,40.13,0.00,3.98,0.10,0.00,3.98
787000,40.06,-0.02,3.98,-0.40,0.00,3.98
787500,40.06,-0.04,3.98,0.00,0.00,3.98
788000,40.06,-0.01,3.98,-0.10,0.00,3.98
788500,40.00,-0.03,3.98,-0.30,0.00,3.98
789000,40.00,-0.02,3.98,-0.30,0.00,3.98
789500,40.00,-0.01,3.98,-0.20,0.00,3.98
790000,40.00,-0.02,3.98,-0.30,0.00,3.98
790500,39.94,-0.03,3.98,-0.10,0.00,3.98
791000,39.94,-0.02,3.98,-0.20,0.00,3.98
791500,39.94,-0.01,3.98,-0.20,0.00,3.98
792000,39.88,-0.01,3.98,-0.40,0.00,3.98
792500,39.94,-0.02,3.98,-0.20,0.00,3.98
793000,39.94,-0.02,3.98,-0.20,0.00,3.98
793500,39.88,-0.05,3.98,-0.20,0.00,3.98
794000,39.94,-0.03,3.98,-0.10,0.00,3.98
794500,39.94,-0.06,3.98,-0.10,0.00,3.98
795000,39.94,-0.02,3.98,-0.40,0.00,3.98
795500,39.94,-0.02,3.98,-0.30,0.00,3.98
796000,39.94,-0.04,3.98,-0.20,4.00,3.98
796500,39.94,-0.05,3.98,-0.30,0.00,3.98
797000,39.94,-0.04,3.98,-0.20,0.00,3.98
797500,39.94,-0.03,3.98,-0.10,0.00,3.98
798000,39.94,-0.02,3.98,-0.20,0.00,3.98
798500,39.94,-0.01,3.98,-0.20,0.00,3.98
799000,39.94,-0.04,3.98,-0.20,0.00,3.98
799500,39.94,-0.02,3.98,0.10,0.00,3.98
800000,39.94,-0.02,3.98,-0.20,0.00,3.98
800500,39.94,-0.01,3.98,-0.30,0.00,3.98
801000,39.94,-0.03,3.98,0.00,0.00,3.98
801500,39.88,-0.01,3.98,0.00,0.00,3.98
802000,39.88,-0.04,3.98,-0.30,0.00,3.98
802500,39.88,-0.01,3.98,-0.30,0.00,3.98
803000,39.88,-0.02,3.98,-0.20,0.00,3.98
803500,39.88,-0.03,3.98,-0.10,0.00,3.98
804000,39.88,-0.02,3.98,-0.30,0.00,3.98
804500,39.88,-0.02,3.98,0.00,0.00,3.98
805000,39.88,-0.04,3.98,-0.10,0.00,3.98
805500,39.88,-0.03,3.98,-0.10,0.00,3.98
806000,39.88,-0.01,3.98,-0.40,0.00,3.98
806500,39.81,-0.02,3.98,-0.50,0.00,3.98
807000,39.81,-0.01,3.98,-0.30,0.00,3.98
807500,39.81,-0.02,3.98,-0.20,0.00,3.98
808000,39.75,-0.04,3.98,-0.20,0.00,3.98
808500,39.75,-0.03,3.98,-0.20,0.00,3.98
809000,39.75,0.00,3.98,0.00,0.00,3.98
809500,39.75,-0.02,3.98,-0.30,0.00,3.98
810000,39.75,0.01,3.98,-0.30,4.00,3.98
810500,39.75,0.00,3.98,-0.20,0.00,3.98
811000,39.75,-0.02,3.98,-0.30,0.00,3.98
811500,39.75,-0.03,3.98,-0.10,0.00,3.98
812000,39.69,-0.01,3.98,-0.20,0.00,3.98
812500,39.69,-0.01,3.98,-0.20,0.00,3.98
813000,39.69,0.00,3.98,-0.40,0.00,3.98
813500,39.69,0.00,3.98,-0.20,0.00,3.98
814000,39.63,0.00,3.98,-0.20,0.00,3.98
814500,39.69,-0.01,3.98,-0.30,0.00,3.98
815000,39.63,-0.02,3.98,-0.10,0.00,3.98
815500,39.63,-0.01,3.98,-0.20,0.00,3.98
816000,39.63,-0.01,3.98,-0.20,0.00,3.98
816500,39.63,-0.02,3.98,-0.20,0.00,3.98
817000,39.63,-0.04,3.98,-0.20,0.00,3.98
817500,39.56,-0.03,3.98,-0.20,0.00,3.98
818000,39.50,-0.04,3.98,-0.10,0.00,3.98
818500,39.50,-0.03,3.98,-0.10,0.00,3.98
819000,39.50,-0.01,3.98,-0.20,0.00,3.98
819500,39.50,-0.03,3.98,-0.30,0.00,3.98
820000,39.44,-0.03,3.98,-0.30,0.00,3.98
820500,39.44,-0.04,3.98,-0.20,0.00,3.98
821000,39.44,-0.02,3.98,-0.20,0.00,3.98
821500,39.44,-0.01,3.98,-0.30,0.00,3.98
822000,39.44,-0.01,3.98,-0.10,0.00,3.98
822500,39.44,-0.02,3.98,-0.10,0.00,3.98
823000,39.44,-0.02,3.98,-0.10,0.00,3.98
823500,39.44,-0.01,3.98,-0.30,0.00,3.98
824000,39.44,-0.03,3.98,0.00,0.00,3.98
824500,39.44,-0.03,3.98,0.10,0.00,3.98
825000,39.44,-0.01,3.98,-0.20,0.00,3.98
825500,39.38,-0.02,3.98,-0.20,0.00,3.98
826000,39.38,-0.06,3.98,-0.40,0.00,3.98
826500,39.38,-0.01,3.98,0.10,0.00,3.98
827000,39.38,-0.01,3.98,-0.20,0.00,3.98
827500,39.38,-0.03,3.98,-0.30,0.00,3.98
828000,39.38,-0.04,3.98,-0.20,0.00,3.98
828500,39.38,-0.01,3.98,-0.30,0.00,3.98
829000,39.38,-0.02,3.98,-0.10,0.00,3.98
829500,39.31,-0.01,3.98,-0.40,0.00,3.98
830000,39.31,-0.01,3.98,-0.20,0.00,3.98
830500,39.31,-0.01,3.98,0.10,0.00,3.98
831000,39.31,0.00,3.98,-0.20,0.00,3.98
831500,39.25,-0.01,3.98,-0.20,0.00,3.98
832000,39.19,-0.01,3.98,-0.30,0.00,3.98
832500,39.19,0.01,3.98,0.00,0.00,3.98
833000,39.19,-0.01,3.98,-0.10,0.00,3.98
833500,39.13,-0.04,3.98,-0.20,4.00,3.98
834000,39.13,-0.01,3.98,-0.40,0.00,3.98
834500,39.06,0.00,3.98,-0.30,0.00,3.98
835000,39.06,-0.02,3.98,-0.40,0.00,3.98
835500,39.06,-0.01,3.98,-0.10,0.00,3.98
836000,39.06,-0.03,3.98,-0.30,0.00,3.98
836500,39.06,-0.03,3.98,-0.20,0.00,3.98
837000,39.06,-0.03,3.98,-0.20,0.00,3.98
837500,39.00,-0.04,3.98,-0.20,0.00,3.98
838000,39.00,-0.02,3.98,-0.10,0.00,3.98
838500,38.94,-0.02,3.98,-0.40,0.00,3.98
839000,38.94,-0.03,3.98,-0.40,0.00,3.98
839500,38.94,-0.02,3.98,-0.20,0.00,3.98
840000,38.88,-0.05,3.98,-0.20,0.00,3.98
840500,38.88,-0.02,3.98,0.00,0.00,3.98
841000,38.88,0.00,3.98,-0.20,0.00,3.98
841500,38.88,-0.02,3.98,-0.10,0.00,3.98
842000,38.88,0.01,3.98,-0.30,0.00,3.98
842500,38.88,0.00,3.98,-0.10,0.00,3.98
843000,38.88,-0.05,3.98,-0.30,0.00,3.98
843500,38.81,-0.01,3.98,0.00,0.00,3.98
844000,38.81,-0.01,3.98,-0.10,0.00,3.98
844500,38.81,-0.02,3.98,-0.20,0.00,3.98
845000,38.75,0.00,3.98,-0.10,0.00,3.98
845500,38.75,0.00,3.98,-0.30,0.00,3.98
846000,38.75,-0.02,3.98,-0.10,0.00,3.98
846500,38.75,-0.01,3.98,-0.30,0.00,3.98
847000,38.75,-0.04,3.97,-0.30,0.00,3.97
847500,38.75,-0.02,3.98,-0.20,0.00,3.98
848000,38.75,-0.03,3.98,-0.20,0.00,3.98
848500,38.75,-0.01,3.98,-0.30,0.00,3.98
849000,38.75,0.00,3.98,-0.20,0.00,3.98
849500,38.75,-0.02,3.98,-0.30,0.00,3.98
850000,38.75,-0.02,3.98,-0.30,0.00,3.98
850500,38.75,-0.04,3.98,-0.30,0.00,3.98
851000,38.75,-0.03,3.98,-0.30,0.00,3.98
851500,38.75,0.00,3.98,-0.20,0.00,3.98
852000,38.69,-0.02,3.98,-0.30,0.00,3.98
852500,38.75,-0.03,3.98,-0.20,0.00,3.98
853000,38.75,-0.01,3.98,-0.20,0.00,3.98
853500,38.69,-0.02,3.98,-0.40,0.00,3.98
854000,38.69,-0.03,3.98,-0.30,0.00,3.98
854500,38.69,-0.03,3.98,0.00,0.00,3.98
855000,38.69,-0.03,3.98,-0.20,0.00,3.98
855500,38.69,-0.01,3.98,-0.20,0.00,3.98
856000,38.69,-0.02,3.98,-0.10,0.00,3.98
856500,38.69,-0.02,3.98,-0.10,0.00,3.98
857000,38.69,-0.01,3.98,-0.10,0.00,3.98
857500,38.63,0.01,3.98,-0.30,0.00,3.98
858000,38.63,-0.02,3.98,-0.10,0.00,3.98
858500,38.63,-0.02,3.98,0.00,0.00,3.98
859000,38.63,-0.04,3.98,0.00,0.00,3.98
859500,38.63,-0.01,3.98,-0.20,0.00,3.98
860000,38.63,-0.04,3.98,-0.20,0.00,3.98
860500,38.69,-0.03,3.98,-0.20,4.00,3.98
861000,38.63,-0.01,3.98,-0.10,0.00,3.98
861500,38.63,-0.02,3.98,-0.30,0.00,3.98
862000,38.63,0.00,3.98,-0.10,0.00,3.98
862500,38.69,-0.02,3.98,-0.10,0.00,3.98
863000,38.69,-0.02,3.98,-0.20,0.00,3.98
863500,38.69,-0.02,3.98,-0.30,0.00,3.98
864000,38.69,-0.03,3.98,-0.20,0.00,3.98
864500,38.69,-0.02,3.98,-0.20,0.00,3.98
865000,38.69,0.00,3.98,-0.60,4.00,3.98
865500,38.69,-0.02,3.98,-0.40,0.00,3.98
866000,38.69,-0.03,3.98,-0.30,0.00,3.98
866500,38.69,-0.04,3.98,-0.10,0.00,3.98
867000,38.63,0.00,3.98,-0.10,0.00,3.98
867500,38.69,-0.03,3.98,-0.20,0.00,3.98
868000,38.63,-0.04,3.98,-0.10,0.00,3.98
868500,38.63,-0.03,3.98,-0.20,0.00,3.98
869000,38.63,-0.03,3.98,-0.30,0.00,3.98
869500,38.63,-0.01,3.98,-0.40,0.00,3.98
870000,38.63,-0.03,3.98,-0.10,0.00,3.98
870500,38.63,-0.02,3.98,-0.20,0.00,3.98
871000,38.63,-0.01,3.98,-0.10,0.00,3.98
871500,38.63,-0.03,3.98,-0.20,0.00,3.98
872000,38.63,-0.01,3.98,-0.10,0.00,3.98
872500,38.63,-0.02,3.98,-0.20,0.00,3.98
873000,38.56,-0.01,3.98,-0.20,0.00,3.98
873500,38.56,-0.02,3.98,0.00,0.00,3.98
874000,38.56,-0.02,3.98,-0.40,0.00,3.98
874500,38.56,-0.01,3.98,-0.10,0.00,3.98
875000,38.63,-0.03,3.98,-0.20,0.00,3.98
875500,38.56,-0.05,3.98,-0.20,0.00,3.98
876000,38.56,-0.02,3.98,-0.10,0.00,3.98
876500,38.63,-0.01,3.98,-0.10,0.00,3.98
877000,38.56,-0.01,3.98,-0.20,0.00,3.98
877500,38.56,-0.03,3.98,-0.10,0.00,3.98
878000,38.56,-0.04,3.98,-0.10,0.00,3.98
878500,38.63,0.00,3.98,-0.20,0.00,3.98
879000,38.56,-0.02,3.98,-0.10,0.00,3.98
879500,38.56,-0.01,3.98,-0.40,0.00,3.98
880000,38.56,0.00,3.98,-0.30,0.00,3.98
880500,38.50,-0.04,3.98,-0.20,0.00,3.98
881000,38.50,-0.03,3.98,0.00,0.00,3.98
881500,38.50,-0.03,3.98,-0.30,0.00,3.98
882000,38.56,-0.01,3.98,-0.30,0.00,3.98
882500,38.50,0.01,3.98,-0.20,0.00,3.98
883000,38.50,-0.01,3.98,-0.20,0.00,3.98
883500,38.44,0.00,3.98,-0.30,0.00,3.98
884000,38.44,-0.04,3.98,-0.20,0.00,3.98
884500,38.38,-0.03,3.98,-0.10,0.00,3.98
885000,38.38,0.00,3.98,-0.20,0.00,3.98
885500,38.38,-0.03,3.98,-0.20,0.00,3.98
886000,38.38,0.00,3.98,-0.40,0.00,3.98
886500,38.38,-0.03,3.98,-0.20,0.00,3.98
887000,38.38,-0.02,3.98,-0.30,0.00,3.98
887500,38.31,-0.01,3.98,0.10,0.00,3.98
888000,38.31,-0.02,3.98,-0.10,0.00,3.98
888500,38.31,-0.01,3.98,-0.20,0.00,3.98
889000,38.31,-0.01,3.98,0.00,0.00,3.98
889500,38.31,-0.02,3.98,-0.10,0.00,3.98
890000,38.31,-0.04,3.98,-0.30,0.00,3.98
890500,38.25,-0.02,3.98,-0.30,0.00,3.98
891000,38.25,-0.02,3.98,-0.20,0.00,3.98
891500,38.25,-0.01,3.98,-0.20,0.00,3.98
892000,38.19,-0.03,3.98,-0.40,0.00,3.98
892500,38.19,-0.02,3.98,-0.20,0.00,3.98
893000,38.13,-0.01,3.98,-0.40,0.00,3.98
893500,38.19,-0.04,3.98,-0.30,0.00,3.98
894000,38.19,-0.01,3.98,-0.20,0.00,3.98
894500,38.13,-0.03,3.98,-0.20,0.00,3.98
895000,38.13,-0.02,3.98,-0.10,0.00,3.98
895500,38.13,-0.02,3.98,-0.10,0.00,3.98
896000,38.06,-0.02,3.98,-0.10,0.00,3.98
896500,38.06,-0.03,3.98,-0.40,0.00,3.98
897000,38.06,-0.01,3.98,-0.40,0.00,3.98
897500,38.06,-0.01,3.98,-0.10,0.00,3.98
898000,38.00,0.00,3.98,0.00,0.00,3.98
898500,38.00,-0.01,3.98,-0.10,0.00,3.98
899000,38.00,-0.04,3.98,-0.30,0.00,3.98
899500,38.00,-0.02,3.98,-0.50,4.00,3.98
900000,38.00,-0.01,3.98,-0.10,0.00,3.98
900500,38.00,-0.01,3.98,-0.10,0.00,3.98
901000,38.00,-0.03,3.98,-0.20,0.00,3.98
901500,37.94,-0.02,3.98,-0.40,0.00,3.98
902000,37.94,177.57,0.03,1775.00,56.00,0.21
902500,37.94,177.32,0.03,1768.80,56.00,0.21
903000,37.94,173.42,0.03,1732.60,56.00,0.20
903500,37.94,176.52,0.03,1764.10,56.00,0.21
904000,37.94,182.41,0.03,1822.80,66.00,0.21
904500,37.88,180.25,0.03,1801.80,58.00,0.21
905000,37.88,177.85,0.03,1778.70,56.00,0.21
905500,37.81,174.01,0.03,1736.60,50.00,0.20
906000,37.81,175.46,0.03,1750.20,56.00,0.21
906500,37.81,173.84,0.03,1735.70,50.00,0.20
907000,37.75,177.70,0.03,1777.80,56.00,0.21
907500,37.75,178.68,0.03,1785.60,56.00,0.21
908000,37.75,183.74,0.04,1836.50,58.00,0.22
908500,37.75,183.61,0.04,1831.80,58.00,0.22
909000,37.75,185.01,0.04,1847.90,66.00,0.22
909500,37.75,187.95,0.04,1880.00,76.00,0.22
910000,37.75,187.77,0.04,1878.00,68.00,0.22
910500,37.75,188.95,0.04,1890.00,68.00,0.22
911000,37.81,189.63,0.04,1895.80,68.00,0.23
911500,37.81,190.43,0.04,1904.60,68.00,0.23
912000,37.81,191.22,0.04,1912.20,68.00,0.23
912500,37.81,191.30,0.04,1912.90,76.00,0.23
913000,37.81,190.79,0.04,1908.40,76.00,0.23
913500,37.75,192.01,0.04,1920.00,68.00,0.23
914000,37.81,192.39,0.04,1923.90,68.00,0.23
914500,37.81,193.84,0.04,1938.10,68.00,0.23
915000,37.81,193.35,0.04,1933.10,68.00,0.23
915500,37.81,193.90,0.04,1938.60,68.00,0.23
916000,37.81,193.98,0.04,1939.70,78.00,0.23
916500,37.81,193.46,0.04,1934.10,68.00,0.23
917000,37.81,193.88,0.04,1939.00,68.00,0.23
917500,37.88,194.49,0.04,1945.10,68.00,0.23
918000,37.81,194.83,0.04,1948.60,68.00,0.23
918500,37.81,194.46,0.03,1944.50,68.00,0.23
919000,37.81,194.02,0.04,1940.30,68.00,0.23
919500,37.81,193.60,0.03,1935.40,68.00,0.23
920000,37.75,192.36,0.04,1923.40,68.00,0.23
920500,37.81,194.91,0.04,1948.60,68.00,0.23
921000,37.81,194.65,0.04,1946.60,68.00,0.23
921500,37.81,194.17,0.04,1942.50,68.00,0.23
922000,37.81,194.32,0.04,1942.90,78.00,0.23
922500,37.81,194.62,0.04,1946.10,68.00,0.23
923000,37.81,194.82,0.04,1946.80,68.00,0.23
923500,37.81,194.14,0.04,1941.40,68.00,0.23
924000,37.81,195.26,0.04,1953.00,68.00,0.23
924500,37.75,195.32,0.04,1953.90,68.00,0.23
925000,37.75,196.54,0.04,1966.00,72.00,0.24
925500,37.75,196.52,0.04,1965.20,72.00,0.23
926000,37.75,197.23,0.04,1972.60,78.00,0.23
926500,37.69,197.08,0.04,1970.20,78.00,0.23
927000,37.69,197.40,0.04,1973.90,72.00,0.24
927500,37.69,197.60,0.04,1975.80,78.00,0.23
928000,37.75,197.58,0.04,1976.10,72.00,0.23
928500,37.75,197.94,0.04,1979.40,78.00,0.23
929000,37.75,198.36,0.04,1983.70,72.00,0.23
929500,37.69,198.32,0.04,1983.80,78.00,0.23
930000,37.75,198.57,0.04,1985.10,72.00,0.24
930500,37.75,198.31,0.04,1984.50,78.00,0.24
931000,37.75,198.76,0.04,1986.90,72.00,0.23
931500,37.75,198.87,0.04,1989.20,72.00,0.24
932000,37.75,199.21,0.04,1992.50,72.00,0.24
932500,37.75,199.25,0.04,1993.50,78.00,0.24
933000,37.75,199.51,0.04,1996.10,72.00,0.24
933500,37.81,199.86,0.04,1998.30,78.00,0.24
934000,37.81,199.98,0.04,2000.00,72.00,0.24
934500,37.81,200.18,0.04,2001.40,78.00,0.24
935000,37.81,200.34,0.04,2003.70,72.00,0.24
935500,37.81,200.45,0.04,2005.00,78.00,0.24
936000,37.81,200.66,0.04,2006.20,72.00,0.24
936500,37.81,200.71,0.04,2007.10,72.00,0.24
937000,37.81,200.90,0.04,2009.30,82.00,0.24
937500,37.88,201.17,0.04,2011.70,82.00,0.24
938000,37.88,201.24,0.04,2011.80,72.00,0.24
938500,37.88,201.13,0.04,2013.20,82.00,0.24
939000,37.88,201.12,0.04,2010.80,72.00,0.24
939500,37.88,201.35,0.04,2012.70,72.00,0.24
940000,37.81,201.58,0.04,2016.20,82.00,0.24
940500,37.81,201.49,0.04,2015.00,82.00,0.24
941000,37.81,201.34,0.04,2012.90,72.00,0.24
941500,37.81,201.48,0.04,2014.80,82.00,0.24
942000,37.81,201.41,0.04,2014.00,82.00,0.25
942500,37.81,201.19,0.04,2011.50,82.00,0.24
943000,37.88,201.97,0.04,2020.30,82.00,0.24
943500,37.88,202.14,0.04,2022.50,82.00,0.24
944000,37.88,202.56,0.04,2026.00,82.00,0.24
944500,37.88,202.12,0.04,2021.10,82.00,0.24
945000,37.88,202.14,0.04,2022.60,82.00,0.24
945500,37.88,202.37,0.04,2024.40,82.00,0.24
946000,37.88,202.56,0.04,2025.60,72.00,0.24
946500,37.88,202.62,0.04,2025.80,82.00,0.24
947000,37.94,202.84,0.04,2027.70,82.00,0.24
947500,37.94,202.83,0.04,2028.40,82.00,0.24
948000,37.94,203.13,0.04,2030.70,82.00,0.24
948500,37.94,203.08,0.04,2030.60,82.00,0.24
949000,37.94,203.01,0.04,2030.30,82.00,0.24
949500,37.94,202.97,0.04,2029.70,82.00,0.24
950000,37.94,203.21,0.04,2032.30,82.00,0.24
950500,38.00,203.03,0.04,2030.30,82.00,0.24
951000,38.00,203.21,0.04,2032.10,82.00,0.24
951500,38.00,203.23,0.04,2032.90,82.00,0.24
952000,38.00,203.16,0.04,2032.20,88.00,0.24
952500,38.00,203.22,0.04,2032.10,82.00,0.25
953000,38.00,203.42,0.04,2033.90,82.00,0.24
953500,38.00,203.46,0.04,2034.40,72.00,0.24
954000,38.06,203.32,0.04,2033.30,82.00,0.24
954500,38.00,203.44,0.04,2034.40,82.00,0.24
955000,38.00,203.43,0.04,2034.00,82.00,0.24
955500,38.00,203.38,0.04,2033.90,82.00,0.24
956000,38.00,203.53,0.04,2035.40,72.00,0.24
956500,38.06,203.48,0.04,2035.10,82.00,0.24
957000,38.06,203.48,0.04,2034.70,82.00,0.24
957500,38.13,203.54,0.04,2035.00,82.00,0.25
958000,38.13,203.69,0.04,2036.70,72.00,0.24
958500,38.13,203.70,0.04,2037.10,72.00,0.24
959000,38.13,203.69,0.04,2037.10,82.00,0.24
959500,38.13,203.83,0.04,2037.80,82.00,0.24
960000,38.13,203.73,0.04,2037.00,82.00,0.24
960500,38.13,203.73,0.04,2036.70,82.00,0.24
961000,38.13,203.77,0.04,2037.80,82.00,0.25
961500,38.13,203.66,0.04,2037.00,82.00,0.24
962000,38.19,203.93,0.04,2038.70,82.00,0.24
962500,38.19,203.80,0.04,2038.00,82.00,0.24
963000,38.19,203.90,0.04,2039.10,82.00,0.24
963500,38.19,203.89,0.04,2038.90,82.00,0.24
964000,38.19,204.02,0.04,2040.00,88.00,0.24
964500,38.19,204.08,0.04,2041.10,82.00,0.24
965000,38.25,204.02,0.04,2040.40,88.00,0.24
965500,38.25,204.11,0.04,2040.70,82.00,0.25
966000,38.25,204.20,0.04,2042.50,72.00,0.24
966500,38.25,204.33,0.04,2042.90,88.00,0.24
967000,38.25,204.44,0.04,2044.30,82.00,0.24
967500,38.25,204.31,0.04,2043.00,82.00,0.24
968000,38.25,204.54,0.04,2044.80,82.00,0.24
968500,38.25,204.45,0.04,2044.60,82.00,0.24
969000,38.25,204.51,0.04,2045.30,82.00,0.24
969500,38.25,204.67,0.04,2046.70,82.00,0.24
970000,38.25,204.67,0.04,2046.70,82.00,0.24
970500,38.25,204.67,0.04,2046.50,82.00,0.24
971000,38.25,204.73,0.04,2047.30,82.00,0.24
971500,38.25,204.83,0.04,2048.30,82.00,0.24
972000,38.25,204.79,0.04,2047.70,82.00,0.24
972500,38.25,204.82,0.04,2047.90,82.00,0.24
973000,38.25,204.75,0.04,2047.60,82.00,0.24
973500,38.25,204.79,0.04,2048.40,82.00,0.24
974000,38.25,204.93,0.04,2049.50,82.00,0.24
974500,38.31,204.82,0.04,2048.30,82.00,0.25
975000,38.31,204.94,0.04,2048.80,82.00,0.24
975500,38.31,204.94,0.04,2049.10,82.00,0.24
976000,38.38,205.00,0.04,2049.30,82.00,0.24
976500,38.38,205.06,0.04,2050.30,82.00,0.25
977000,38.38,205.09,0.04,2050.70,82.00,0.25
977500,38.38,205.16,0.04,2051.70,82.00,0.25
978000,38.38,205.25,0.04,2052.70,82.00,0.25
978500,38.38,205.22,0.04,2051.70,92.00,0.25
979000,38.38,205.30,0.04,2053.60,82.00,0.25
979500,38.44,205.43,0.04,2054.30,92.00,0.25
980000,38.44,205.53,0.04,2055.50,76.00,0.25
980500,38.44,205.63,0.04,2055.90,82.00,0.25
981000,38.44,205.66,0.04,2056.00,82.00,0.25
981500,38.44,205.67,0.04,2056.70,82.00,0.25
982000,38.44,205.59,0.04,2055.70,82.00,0.25
982500,38.50,205.56,0.04,2054.80,82.00,0.25
983000,38.50,205.49,0.04,2055.00,76.00,0.25
983500,38.50,205.63,0.04,2056.10,82.00,0.25
984000,38.50,205.70,0.04,2057.20,82.00,0.25
984500,38.50,205.85,0.04,2058.00,82.00,0.25
985000,38.50,205.69,0.04,2057.20,82.00,0.25
985500,38.50,205.67,0.04,2057.10,82.00,0.25
986000,38.50,205.77,0.04,2058.20,82.00,0.25
986500,38.50,205.86,0.04,2058.30,82.00,0.25
987000,38.56,205.95,0.04,2059.20,92.00,0.25
987500,38.56,205.94,0.04,2059.50,82.00,0.25
988000,38.56,205.89,0.04,2058.90,82.00,0.25
988500,38.56,205.84,0.04,2059.00,82.00,0.25
989000,38.56,205.76,0.04,2058.00,82.00,0.25
989500,38.63,205.90,0.04,2059.60,82.00,0.25
990000,38.63,206.01,0.04,2060.40,82.00,0.25
990500,38.63,206.16,0.04,2061.70,82.00,0.25
991000,38.63,206.10,0.04,2060.60,92.00,0.25
991500,38.63,206.13,0.04,2060.90,82.00,0.25
992000,38.63,206.10,0.04,2061.00,82.00,0.25
992500,38.69,206.06,0.04,2060.50,82.00,0.25
993000,38.69,206.29,0.04,2063.10,76.00,0.25
993500,38.69,206.31,0.04,2063.40,82.00,0.25
994000,38.75,206.30,0.04,2062.70,82.00,0.25
994500,38.75,206.36,0.04,2063.50,92.00,0.25
995000,38.75,206.43,0.04,2064.10,82.00,0.25
995500,38.75,206.45,0.04,2064.50,82.00,0.25
996000,38.81,206.43,0.04,2064.50,82.00,0.25
996500,38.81,206.42,0.04,2064.80,82.00,0.25
997000,38.81,206.50,0.04,2064.80,82.00,0.25
997500,38.81,206.42,0.04,2064.40,82.00,0.25
998000,38.88,206.57,0.04,2065.60,82.00,0.25
998500,38.88,206.57,0.04,2066.00,82.00,0.25
999000,38.88,206.51,0.04,2065.00,82.00,0.25
999500,38.88,206.61,0.04,2065.80,82.00,0.25
1000000,38.88,206.65,0.04,2066.60,82.00,0.25
1000500,38.94,206.64,0.04,2065.70,92.00,0.25
