Time (ms),Sensor 0 (raw),Sensor 1 (raw),Sensor 2 (raw)
3908,279,276,272
3912,276,274,271
3916,271,269,267
3920,265,264,263
3924,261,260,259
3928,259,258,256
3932,258,256,253
3936,260,256,252
3940,264,259,255
3944,269,264,259
3948,274,269,263
3952,278,272,267
3956,280,275,270
3960,279,276,272
3964,277,274,271
3968,274,271,268
3972,268,267,265
3976,264,263,261
3980,260,259,258
3984,259,257,254
3988,260,256,253
3992,262,259,255
3996,267,263,258
4000,272,266,261
4004,276,271,265
4008,279,275,270
4012,280,277,272
4016,279,276,272
4020,275,273,270
4024,271,269,267
4028,266,265,264
4032,262,260,259
4036,259,257,255
4040,259,256,253
4044,261,258,254
4048,265,261,256
4052,270,265,259
4056,274,269,263
4060,277,273,267
4064,279,275,270
4068,279,275,271
4072,276,273,270
4076,272,270,268
4080,267,266,264
4084,263,261,260
4088,260,258,256
4092,260,257,255
4096,261,258,255
4100,264,260,256
4104,267,262,258
4108,272,267,262
4112,276,272,266
4116,278,274,269
4120,278,274,270
4124,277,274,270
4128,273,272,269
4132,269,267,265
4136,265,263,261
4140,262,260,258
4144,260,258,256
4148,260,257,254
4152,262,258,254
4156,266,261,257
4160,270,266,261
4164,275,270,264
4168,277,272,267
4172,278,274,269
4176,277,274,270
4180,274,272,269
4184,272,269,266
4188,266,264,262
4192,263,261,259
4196,259,258,256
4200,259,256,254
4204,260,256,253
4208,266,261,256
4212,270,265,260
4216,277,271,265
4220,280,275,269
4224,282,278,272
4228,282,279,275
4232,278,276,273
4236,273,271,269
4240,265,264,264
4244,260,260,259
4248,255,254,253
4252,255,252,250
4256,257,253,250
4260,264,259,254
4264,270,265,259
4268,277,270,264
4272,281,275,269
4276,285,280,274
4280,284,281,276
4284,279,277,274
4288,272,271,269
4292,264,264,264
4296,258,258,258
4300,252,252,251
4304,253,250,248
4308,256,252,249
4312,261,256,252
4316,269,263,257
4320,278,270,263
4324,284,277,270
4328,287,282,276
4332,286,282,278
4336,281,278,276
4340,273,272,271
4344,265,265,265
4348,257,257,258
4352,253,251,251
4356,252,249,247
4360,254,251,248
4364,260,256,251
4368,268,262,256
4372,277,269,262
4376,282,276,270
4380,286,281,275
4384,284,280,276
4388,281,278,274
4392,273,273,271
4396,268,267,266
4400,260,260,260
4404,256,254,253
4408,254,252,250
4412,256,253,250
4416,260,256,252
4420,267,261,256
4424,274,267,261
4428,280,275,268
4432,284,279,273
4436,284,280,275
4440,282,279,275
4444,278,276,273
4448,270,270,269
4452,264,263,262
4456,257,257,256
4460,254,253,252
4464,254,252,250
4468,258,253,250
4472,264,257,252
4476,271,264,258
4480,276,270,264
4484,281,275,269
4488,283,278,272
4492,283,280,275
4496,280,278,275
4500,274,273,271
4504,267,266,265
4508,261,261,260
4512,257,256,256
4516,255,253,252
4520,257,253,250
4524,260,255,251
4528,266,261,256
4532,272,267,261
4536,278,272,265
4540,282,276,270
4544,283,280,274
4548,281,279,275
4552,276,274,272
4556,270,268,267
4560,264,263,262
4564,258,258,257
4568,256,254,252
4572,256,252,250
4576,259,255,251
4580,264,259,254
4584,269,264,258
4588,276,269,263
4592,280,275,268
4596,282,278,273
4600,281,278,273
4604,277,274,272
4608,274,272,269
4612,268,267,266
4616,262,261,260
4620,259,257,256
4624,257,254,252
4628,258,256,252
4632,262,258,254
4636,267,261,256
4640,273,267,261
4644,278,273,267
4648,280,276,271
4652,281,276,272
4656,279,276,272
4660,275,273,271
4664,270,269,268
4668,265,263,262
4672,260,258,257
4676,258,256,254
4680,258,256,253
4684,261,257,253
4688,266,260,256
4692,271,266,260
4696,274,270,265
4700,278,273,268
4704,280,275,270
4708,279,275,271
4712,276,274,271
4716,272,270,268
4720,267,265,263
4724,263,261,259
4728,260,259,257
4732,260,257,255
4736,261,257,254
4740,263,259,255
4744,267,263,258
4748,271,267,262
4752,275,270,264
4756,277,273,267
4760,278,275,270
4764,277,274,270
4768,274,271,268
4772,270,267,265
4776,266,265,263
4780,264,262,260
4784,262,259,257
4788,261,257,255
4792,262,259,256
4796,265,261,257
4800,268,264,259
4804,272,266,261
4808,275,270,265
4812,277,273,268
4816,277,273,269
4820,275,272,268
4824,274,271,267
4828,270,268,266
4832,266,265,263
4836,263,261,259
4840,262,259,257
4844,262,259,256
4848,263,260,257
4852,266,262,257
4856,270,265,260
4860,273,269,264
4864,275,271,266
4868,276,272,267
4872,276,272,268
4876,275,272,269
4880,272,270,268
4884,269,267,264
4888,266,263,261
4892,264,261,259
4896,262,260,258
4900,262,259,256
4904,264,260,256
4908,267,262,258
4912,270,266,261
4916,273,269,264
4920,276,271,266
4924,277,273,268
4928,277,274,270
4932,274,272,269
4936,271,269,266
4940,267,265,263
4944,264,263,261
4948,262,260,258
4952,261,258,256
4956,262,258,255
4960,264,260,256
4964,268,263,258
4968,272,266,261
4972,275,270,264
4976,278,273,268
4980,278,275,270
4984,277,273,269
4988,273,271,268
4992,270,268,266
4996,266,265,263
5000,262,260,259
