"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.779952458E1,-2.700857854E0,-2.766982554E0,-5.013495525E-1,3.898996919E0
2.780947658E1,-2.819581182E0,-3.056667066E0,-1.812039705E-1,4.162461588E0
2.781942858E1,-2.429542662E0,-3.108345342E0,1.038804638E-1,3.946552858E0
2.782938158E1,-2.205649851E0,-3.326485662E0,4.018873910E-1,4.011472498E0
2.783933358E1,-2.025254916E0,-3.433321894E0,7.331752078E-1,4.053011545E0
2.784928558E1,-2.019608113E0,-3.518280768E0,8.599989764E-1,4.146892178E0
2.785923758E1,-1.886148778E0,-3.344713773E0,7.606560981E-1,3.914494237E0
2.786918958E1,-1.644618280E0,-2.892431642E0,5.103673477E-1,3.366215222E0
2.787914158E1,-1.441040450E0,-2.326029403E0,1.665849812E-1,2.741306426E0
2.788909458E1,-1.352510389E0,-1.826336294E0,-3.815074325E-1,2.304416745E0
2.789904658E1,-1.331513477E0,-1.283479038E0,-9.200312432E-1,2.065600172E0
2.790899858E1,-1.266013990E0,-7.587177461E-1,-1.386276452E0,2.024896650E0
2.791895058E1,-1.077847374E0,-3.987385923E-1,-1.638291593E0,2.001186341E0
2.792890258E1,-7.037837398E-1,-1.103521621E-1,-1.547168438E0,1.703296606E0
2.793885458E1,-2.467779359E-1,2.775380909E-2,-1.413219252E0,1.434872217E0
2.794880758E1,1.985840151E-1,1.802725822E-1,-1.523226575E0,1.546658661E0
2.795875958E1,5.404885483E-1,1.468592530E-1,-1.911354225E0,1.991725504E0
2.796871158E1,6.661074981E-1,2.145343423E-2,-2.657738439E0,2.740024281E0
2.797866358E1,6.681616250E-1,-1.398537040E-1,-3.098600957E0,3.172905121E0
2.798861558E1,6.232076463E-1,-2.498316443E-1,-2.996006881E0,3.070319340E0
2.799856758E1,5.597752967E-1,-4.032760316E-1,-3.026364455E0,3.104007371E0
2.800852058E1,4.805349997E-1,-5.219856191E-1,-3.085751116E0,3.166266386E0
2.801847258E1,2.815627295E-1,-5.317323428E-1,-2.418006252E0,2.491740574E0
2.802842458E1,2.170229173E-1,-3.119758523E-1,-1.892231491E0,1.930017589E0
2.803837658E1,2.393040249E-1,1.103936774E-1,-2.201376560E0,2.217095383E0
2.804832858E1,6.703657329E-2,1.045972155E0,-2.441571554E0,2.657032801E0
2.805828058E1,-3.875826895E-3,1.994955375E0,-2.784054669E0,3.425028813E0
2.806823358E1,-1.287089109E-2,2.782481183E0,-2.856882910E0,3.988000396E0
2.807818558E1,8.369967610E-2,3.211279142E0,-3.175317596E0,4.516853019E0
2.808813758E1,3.448629320E-2,3.429964423E0,-3.941709521E0,5.225219535E0
2.809808958E1,1.342871547E-1,3.387703671E0,-3.428884442E0,4.822013866E0
2.810804158E1,2.686564627E-1,3.233989143E0,-2.415887074E0,4.045660938E0
2.811799358E1,5.638300484E-1,2.917370601E0,-6.353210306E-1,3.038517461E0
2.812794658E1,1.794988494E0,2.884189991E0,3.019809142E0,4.545303384E0
2.813789858E1,1.785179497E0,2.658552956E0,1.810112902E0,3.678488599E0
2.814785058E1,1.253372602E0,2.778635470E0,2.457502001E0,3.915491545E0
2.815780258E1,1.607884902E-1,2.942418319E0,1.196566025E0,3.180479328E0
2.816775458E1,-5.221812084E-1,2.652061962E0,9.893769550E-1,2.878362837E0
2.817770658E1,-5.736127326E-1,2.248137474E0,8.059264112E-1,2.456149639E0
2.818765858E1,2.109178394E-2,1.338668568E0,1.306540603E0,1.870702207E0
2.819761158E1,9.893950814E-1,-4.281272829E-2,2.312275729E0,2.515423345E0
2.820756358E1,2.223760140E0,-1.594108862E0,3.125666549E0,4.154044246E0
2.821751558E1,3.393261450E0,-2.232325433E0,3.227106385E0,5.187650309E0
2.822746758E1,4.346760474E0,-2.604290210E0,2.906056824E0,5.841388566E0
2.823741958E1,3.870210937E0,-2.281573023E0,1.949086161E0,4.897248719E0
2.824737158E1,3.354722452E0,-1.150116329E0,3.800397813E-1,3.566701632E0
2.825732458E1,2.326801528E0,4.837892675E-1,6.203028958E-1,2.456182625E0
2.826727658E1,1.473118714E0,-5.986759454E-1,2.313043907E0,2.806895749E0
2.827722858E1,4.420304999E-1,7.544837773E-1,1.803139951E0,2.003983636E0
2.828718058E1,-5.330504514E-1,1.498628508E0,-3.348444588E-1,1.625469471E0
2.829713258E1,-2.963435843E0,1.845329804E0,-1.020269988E0,3.637051681E0
2.830708458E1,-2.867263764E0,2.371656396E0,2.637455325E-1,3.730350823E0
2.831703758E1,-1.015032491E0,3.274837207E0,2.008202827E-1,3.434410935E0
2.832698958E1,1.404103443E0,3.514330389E0,7.536591737E-1,3.858759737E0
2.833694158E1,2.982319134E0,2.560268862E0,1.097949225E0,4.081016609E0
2.834689358E1,2.805225098E0,1.111417701E0,1.512105024E0,3.375055372E0
2.835684558E1,2.305388001E0,-8.403448766E-1,1.776111781E0,3.029119741E0
2.836679758E1,1.261392643E0,-2.268784577E0,1.803488299E0,3.160864581E0
2.837675058E1,2.438918965E-1,-2.625678740E0,2.030048171E0,3.327877353E0
2.838670258E1,-5.690288079E-1,-2.576290818E0,2.636157828E0,3.729664362E0
2.839665458E1,-8.890660702E-1,-2.451253958E0,2.579333417E0,3.667703003E0
2.840660658E1,-7.008849826E-1,-2.357196232E0,2.251230797E0,3.334014688E0
2.841655858E1,-8.258879283E-1,-2.437072706E0,2.013852553E0,3.267570405E0
2.842651058E1,-5.753573956E-1,-2.220541540E0,1.661079361E0,2.832141506E0
2.843646358E1,-4.401975439E-1,-1.763953519E0,7.469410153E-1,1.965509292E0
2.844641558E1,-6.081096970E-1,-9.928782678E-1,7.251624759E-1,1.371665147E0
2.845636758E1,-4.122520924E-1,-7.732761437E-1,-6.606184244E-2,8.787900483E-1
2.846631958E1,-2.930074847E-1,-5.303459680E-1,-8.307466722E-1,1.028231620E0
2.847627158E1,-4.549798898E-1,1.280072451E-2,-9.603980081E-1,1.062795791E0
2.848622358E1,-9.242116369E-1,7.803927898E-1,-1.326452419E0,1.795175779E0
2.849617658E1,1.905905789E-1,1.905689442E-1,-1.454621193E0,1.479379636E0
2.850612858E1,9.238953026E-1,-7.148706454E-1,-9.120837808E-1,1.482065921E0
2.851608058E1,1.026641845E0,-1.371291354E0,-5.646422267E-1,1.803677992E0
2.852603258E1,1.277128085E0,-1.769709519E0,-5.945675455E-2,2.183223083E0
2.853598458E1,1.725878059E0,-2.096987534E0,-8.678975415E-1,2.851185356E0
2.854593658E1,1.288601053E0,-1.973325355E0,-1.360143052E0,2.721120129E0
2.855588958E1,1.002978748E0,-2.404221879E0,-1.247768923E0,2.888455729E0
2.856584158E1,6.433795170E-1,-2.550182415E0,-1.567813933E0,3.061928817E0
2.857579358E1,3.399099018E-1,-2.341098847E0,-1.348374946E0,2.722939138E0
2.858574558E1,2.271200354E-1,-2.244302285E0,-6.210386948E-1,2.339693424E0
2.859569758E1,5.522870600E-2,-2.320075768E0,-9.249242663E-1,2.498256728E0
2.860564958E1,-4.864212455E-1,-2.551920208E0,-1.025688237E0,2.793016064E0
2.861560158E1,-2.705243558E-1,-2.895076337E0,-1.438032643E0,3.243853928E0
2.862555458E1,4.597645202E-1,-2.317332255E0,-1.927132351E0,3.048811456E0
2.863550658E1,7.434873573E-1,-1.673798810E0,-1.605753007E0,2.435737799E0
2.864545858E1,9.686202165E-1,-1.683504018E0,-8.884317204E-1,2.135818772E0
2.865540983E1,1.309385712E0,-1.858235779E0,-6.216513368E-1,2.356688681E0
2.866536183E1,2.046044837E0,-1.951300648E0,-4.377015138E-1,2.861023647E0
2.867531383E1,2.772167280E0,-1.868761352E0,-8.927433841E-1,3.460371536E0
2.868526683E1,3.126033170E0,-1.727517765E0,-2.023838282E0,4.105158023E0
2.869521883E1,3.060218080E0,-1.565556908E0,-2.830870986E0,4.453058911E0
2.870517083E1,2.814767169E0,-1.383115008E0,-2.958898112E0,4.311728120E0
2.871512283E1,2.602748299E0,-1.141164241E0,-2.405689530E0,3.723425392E0
2.872507483E1,2.324880133E0,-7.425478560E-1,-2.225867915E0,3.303170133E0
2.873502683E1,1.904715442E0,-3.334205157E-1,-2.243140590E0,2.961551935E0
2.874497983E1,2.182242862E0,1.409956652E-1,-1.905745429E0,2.900677391E0
2.875493183E1,2.269431425E0,1.013087415E0,-7.518594007E-1,2.596528002E0
2.876488383E1,2.003000267E0,2.285004753E0,-3.941225079E-1,3.064080505E0
2.877483583E1,8.541636014E-1,4.777189221E0,2.335155737E-1,4.858565821E0
2.878478783E1,4.511724754E-1,5.739654366E0,5.640924422E-1,5.784927755E0
2.879473983E1,6.722339183E-1,4.950324692E0,4.080820043E-1,5.012399019E0
2.880469283E1,8.183437045E-1,4.324701269E0,1.258876440E0,4.577935929E0
2.881464483E1,8.674154386E-1,4.330294130E0,2.686571059E0,5.169286300E0
2.882459683E1,1.629471360E-1,4.145794596E0,3.384397656E0,5.354279792E0
2.883454883E1,-1.234756091E0,4.191159049E0,4.213972546E0,6.070255464E0
2.884450083E1,-2.954422068E0,4.421140566E0,4.680904291E0,7.084204870E0
2.885445283E1,-4.468611771E0,4.671131839E0,4.535776398E0,7.896912773E0
2.886440583E1,-5.097317262E0,4.387017385E0,3.886957655E0,7.767689786E0
2.887435783E1,-4.696501738E0,3.487581716E0,2.828649044E0,6.497815804E0
2.888430983E1,-3.544082484E0,2.308408819E0,1.989164293E0,4.673975450E0
2.889426183E1,-2.156253450E0,1.233374248E0,1.048252643E0,2.696196317E0
2.890421383E1,-2.940995984E-1,6.412600476E-1,3.318610632E-1,7.796414481E-1
2.891416583E1,3.210950236E-1,6.398719186E-1,1.087441778E-1,7.241293963E-1
2.892411783E1,2.231053372E-1,6.395918369E-1,4.462289469E-1,8.111559544E-1
2.893407083E1,8.306958014E-1,5.263178211E-1,6.324535561E-1,1.169214892E0
2.894402283E1,1.593093785E0,9.661442131E-1,5.575344244E-1,1.944794869E0
2.895397483E1,1.435877944E0,1.131534462E0,6.777379024E-1,1.949729307E0
2.896392683E1,9.408732779E-1,7.243448889E-1,4.051033596E-1,1.254602238E0
2.897387883E1,4.271522596E-2,5.751180983E-1,6.080519557E-1,8.380409288E-1
2.898383083E1,-1.154298403E0,3.559469140E-1,6.481323532E-1,1.370831338E0
2.899378383E1,-1.535417727E0,-5.186363339E-2,5.685622001E-1,1.638127104E0
2.900373583E1,-4.764008720E-1,-3.211951572E-1,8.107047558E-2,5.802555832E-1
2.901368783E1,-7.691060556E-1,-7.499890226E-1,8.047417653E-1,1.342243259E0
2.902363983E1,-1.040684226E0,-2.249874682E0,3.093235552E-1,2.498127459E0
2.903359183E1,-1.470363360E0,-2.545450264E0,4.164420609E-1,2.968957636E0
2.904354383E1,-1.969426578E0,-2.961064505E0,3.708913008E-1,3.575486597E0
2.905349683E1,-1.706267813E0,-3.112102763E0,5.163969965E-1,3.586530262E0
2.906344883E1,-1.224801645E0,-3.413006912E0,3.775710869E-1,3.645725604E0
2.907340083E1,-8.009304039E-1,-3.401317744E0,2.499004953E-1,3.503270210E0
2.908335283E1,-3.711327177E-1,-3.148314570E0,1.997655912E-1,3.176402118E0
2.909330483E1,-3.584767118E-1,-2.929467321E0,1.949680969E-1,2.957752001E0
2.910325683E1,-8.551057340E-1,-2.740806908E0,7.743453071E-2,2.872146311E0
2.911320983E1,-1.413231677E0,-2.596177198E0,5.948854879E-2,2.956501092E0
2.912316183E1,-1.636008986E0,-2.463603863E0,-1.305887908E-2,2.957370441E0
2.913311383E1,-1.544024390E0,-2.121134196E0,-7.598924518E-2,2.624689688E0
2.914306583E1,-1.261520551E0,-1.657044783E0,-1.634520431E-1,2.089006482E0
2.915301783E1,-8.575652191E-1,-1.407647586E0,-5.195252569E-1,1.728235032E0
2.916296983E1,-5.013110340E-1,-1.087102640E0,-1.056893585E0,1.596912318E0
2.917292283E1,-2.745848085E-1,-6.596951491E-1,-1.212182622E0,1.407118054E0
2.918287483E1,-4.957300128E-1,2.627218312E-1,-1.336021972E0,1.449043035E0
2.919282683E1,-1.298088307E0,1.818984590E0,-1.216349641E0,2.544257188E0
2.920277883E1,-6.047253285E-1,5.219698316E-1,-1.722249423E0,1.898496327E0
2.921273083E1,-4.380172634E-1,-1.229143202E-2,-1.720051016E0,1.774988930E0
2.922268283E1,-4.625188512E-1,-4.299112684E-1,-1.270607124E0,1.418869215E0
2.923263483E1,-5.610656311E-1,-6.433071578E-1,-1.179933035E0,1.456324383E0
2.924258783E1,-6.489162455E-1,-6.493999565E-1,-1.241157038E0,1.543788648E0
2.925253983E1,-4.582617858E-1,-1.630424749E0,-2.782671218E0,3.257537081E0
2.926249183E1,-5.732583913E-1,-2.513560134E-1,-9.841814116E-2,6.336333003E-1
2.927244383E1,-1.841254003E0,-5.518900341E-1,-7.224164772E-1,2.053456715E0
2.928239583E1,-9.850046995E-1,-1.126219928E0,-1.899499580E0,2.417995913E0
2.929234783E1,-2.772885610E-1,-1.962330251E0,-2.956091448E0,3.558947261E0
2.930230083E1,6.195771101E-1,-1.585487142E0,-2.613731124E0,3.119172272E0
2.931225283E1,4.846922238E-1,1.995128453E-1,-1.679612842E0,1.759497436E0
2.932220483E1,6.167496890E-2,2.660313553E-1,-9.505093431E-1,9.889613214E-1
2.933215683E1,-2.423472083E-1,-5.054800987E-2,-1.136764065E0,1.163408703E0
2.934210883E1,-5.352593833E-1,2.848874563E-1,-1.648050596E0,1.756056444E0
2.935206083E1,-5.814453703E-1,6.867624950E-1,-1.940117994E0,2.138639585E0
2.936201383E1,-5.275860822E-1,7.286566257E-1,-2.531567219E0,2.686655940E0
2.937196583E1,-4.591853535E-1,5.311230630E-1,-2.978133989E0,3.059775311E0
2.938191783E1,-3.987578881E-1,9.142998755E-2,-3.103552380E0,3.130400081E0
2.939186983E1,-3.579604027E-1,-2.098103768E-1,-2.790205940E0,2.820887313E0
2.940182183E1,-3.453254467E-1,-3.797117525E-1,-3.000194657E0,3.043780324E0
2.941177383E1,-1.023104864E-1,-1.445741612E-1,-3.557561778E0,3.561967845E0
2.942172683E1,3.659766430E-1,3.817062378E-2,-4.010807530E0,4.027651045E0
2.943167883E1,7.619617814E-1,1.805947638E-1,-4.424454768E0,4.493217134E0
2.944163083E1,9.783912063E-1,3.855671543E-1,-4.399497682E0,4.523437988E0
2.945158283E1,9.805999920E-1,6.731630409E-1,-4.109426669E0,4.278096816E0
2.946153483E1,8.220594639E-1,1.048853078E0,-3.211622958E0,3.477124756E0
2.947148683E1,1.124359928E0,1.557769001E0,2.522757804E-1,1.937646144E0
2.948143883E1,1.028941847E0,2.683506534E0,1.636309386E0,3.307179622E0
2.949139183E1,1.369026142E-1,4.565812376E0,2.924487247E0,5.423837261E0
2.950134383E1,-6.380315074E-1,5.938659673E0,4.208041130E0,7.306324184E0
2.951129583E1,-1.285110704E0,7.142123074E0,4.246436287E0,8.407951752E0
2.952124783E1,-8.545348996E-1,6.998140066E0,3.486210544E0,7.864976684E0
2.953119983E1,3.851157492E-1,6.070495675E0,2.876057099E0,6.728368028E0
2.954115183E1,1.212960156E0,4.849423969E0,2.941965744E0,5.800288580E0
2.955110483E1,2.548887842E0,3.038524910E0,3.792189492E0,5.487272911E0
2.956105683E1,3.549918298E0,9.715458709E-1,3.687014455E0,5.209596615E0
2.957100883E1,3.468859809E0,-2.132105327E-1,4.047034539E0,5.334504257E0
2.958096083E1,2.038223894E0,-3.631232017E-1,5.359987053E0,5.745926932E0
2.959091283E1,-3.852753782E-1,-4.285839504E-1,6.023165388E0,6.050672906E0
2.960086483E1,1.504345331E-1,-6.502729458E-1,6.360598848E0,6.395522118E0
2.961081783E1,2.581984252E-1,-5.608947462E-1,1.595816249E0,1.711110412E0
2.962076983E1,1.940274846E0,8.395163262E-1,2.167332608E-2,2.114219447E0
2.963072183E1,2.479791879E0,1.778320713E0,-4.916151810E-1,3.090870073E0
2.964067383E1,1.606273994E0,1.833105615E0,-6.315694571E-1,2.517791159E0
2.965062583E1,-3.324873000E-2,1.488670115E0,7.333308899E-1,1.659824805E0
2.966057779E1,8.493951970E-1,1.068269928E0,-8.603819691E-2,1.367507005E0
2.967053079E1,2.057813528E-1,8.311805356E-1,3.555699147E-2,8.570130381E-1
2.968048279E1,-7.731021890E-1,2.597894526E-1,1.630437613E-2,8.157471342E-1
2.969043479E1,-1.112424884E0,-2.548327678E-1,6.719537636E-1,1.324368047E0
2.970038679E1,-7.822507426E-1,-4.505244577E-1,1.140228102E0,1.454306926E0
2.971033879E1,-3.715002152E-1,-3.223049587E-1,1.203168701E0,1.299810686E0
2.972029079E1,-8.675011003E-1,-1.744282901E-1,1.883507445E0,2.081005450E0
2.973024279E1,-1.971542247E0,-2.948622215E-1,2.526312912E0,3.218101845E0
2.974019579E1,-2.735483603E0,-1.221762262E0,3.142045770E0,4.341431237E0
2.975014779E1,-1.954260216E0,-2.257742110E0,2.881730068E0,4.149807298E0
2.976009979E1,-1.091820466E0,-2.107854584E0,1.621314787E0,2.874679898E0
2.977005179E1,-1.058965838E0,-2.900996059E0,1.429723749E0,3.403130438E0
2.978000379E1,-1.097712705E0,-3.055651989E0,1.187689952E0,3.457251753E0
2.978995579E1,-6.012776640E-1,-2.696873268E0,6.050593873E-1,2.828560962E0
2.979990879E1,7.156904250E-2,-1.967062987E0,9.752699625E-1,2.196727207E0
2.980986079E1,2.140171561E-1,-1.225679896E0,9.185859577E-1,1.546575156E0
2.981981279E1,3.494676143E-2,-6.143330348E-1,5.528905658E-1,8.272329366E-1
2.982976479E1,-1.310194382E-1,-7.581090510E-2,2.018529010E-1,2.523053312E-1
2.983971679E1,-2.407430246E-1,2.683164471E-1,-2.799681207E-1,4.564351743E-1
2.984966879E1,-1.978627610E-1,2.578891075E-1,-6.911770698E-1,7.637946096E-1
2.985962179E1,-1.562542668E-1,-3.415797204E-1,-8.036272860E-1,8.870788668E-1
2.986957379E1,-3.820521006E-1,-9.456777889E-1,-9.582112956E-1,1.399442451E0
2.987952579E1,-4.472003156E-1,-1.281585710E0,-6.028982929E-1,1.485239511E0
2.988947779E1,-2.015810055E-1,-1.957513314E0,-3.930031315E-1,2.006724879E0
2.989942979E1,1.751767337E-1,-2.545440323E0,-6.677878417E-2,2.552334761E0
2.990938179E1,5.808740973E-1,-2.698241517E0,2.318186387E-1,2.769776504E0
2.991933379E1,1.141586703E0,-2.546872306E0,6.859843768E-2,2.791860400E0
2.992928679E1,1.626671421E0,-2.153934737E0,-4.133547311E-1,2.730633058E0
2.993923879E1,1.614020093E0,-1.553100584E0,-1.202655242E0,2.542353617E0
2.994919079E1,1.156404717E0,-9.104909992E-1,-1.286829493E0,1.955043701E0
2.995914279E1,6.766491508E-1,-3.898981869E-1,-1.158180151E0,1.396873627E0
2.996909479E1,4.972913656E-1,-1.893620789E-2,-1.225158910E0,1.322373486E0
2.997904679E1,4.693060067E-1,-3.616257298E-1,-1.210162994E0,1.347410765E0
2.998899979E1,3.481017047E-1,-1.028091370E0,-8.118227434E-1,1.355434553E0
2.999895179E1,4.187924954E-1,-2.154973202E0,-1.215922794E0,2.509534797E0
3.000890379E1,1.136330348E-1,-2.058359073E0,-1.390313516E0,2.486508840E0
3.001885579E1,-4.093518734E-1,-2.425499897E0,-6.203870957E-1,2.536828503E0
3.002880779E1,-1.676250547E-2,-2.400570293E0,-6.840470481E-1,2.496184905E0
3.003875979E1,5.354347998E-1,-2.145180286E0,-8.571993296E-1,2.371345520E0
3.004871279E1,1.478360304E0,-2.011576086E0,-7.787121539E-1,2.615029666E0
3.005866479E1,1.790856559E0,-1.707834283E0,-1.190129410E0,2.745955783E0
3.006861679E1,1.920586978E0,-1.309171704E0,-1.423385367E0,2.725547797E0
3.007856879E1,1.859461355E0,-1.270455535E0,-1.141618570E0,2.524865691E0
3.008852079E1,1.619879880E0,-9.687830615E-1,-1.031889867E0,2.151127180E0
3.009847279E1,1.526783436E0,-8.954209703E-1,-1.149871476E0,2.110699123E0
3.010842579E1,1.444022530E0,-7.235560995E-1,-1.146290495E0,1.980584862E0
3.011837779E1,1.156905823E0,-3.349162334E-1,-1.236205616E0,1.725921288E0
3.012832979E1,9.494816950E-1,2.932770413E-1,-1.349664696E0,1.676043467E0
3.013828179E1,1.018417444E0,1.009954476E0,-1.606141408E0,2.153339815E0
3.014823379E1,8.545515642E-1,1.080956047E0,-8.370080169E-1,1.612236574E0
3.015818579E1,7.088214085E-1,1.722917760E0,-4.605980408E-1,1.919120619E0
3.016813779E1,1.308010447E0,2.759799834E0,-7.927748537E-1,3.155293714E0
3.017809079E1,1.612735167E0,4.466111501E0,1.357752711E-2,4.748394572E0
3.018804279E1,1.104423554E0,5.019978479E0,8.485955903E-1,5.209611290E0
3.019799479E1,-3.246970546E-1,4.601602598E0,2.135081706E0,5.083182914E0
3.020794679E1,-1.980132099E0,3.392372673E0,3.469174097E0,5.240637785E0
3.021789879E1,-3.799565170E0,2.733027188E0,3.599120863E0,5.904219176E0
3.022785079E1,-5.417066402E0,2.855414674E0,3.343463638E0,6.976872542E0
3.023780379E1,-6.303697253E0,2.192207102E0,2.222661448E0,7.034386608E0
3.024775579E1,-6.250187044E0,1.406503871E0,1.115951632E0,6.502956195E0
3.025770779E1,-5.182704152E0,1.097394909E0,4.834442818E-1,5.319625578E0
3.026765979E1,-3.836526005E0,8.820086271E-1,6.913759482E-1,3.996857729E0
3.027761179E1,-2.471002052E0,1.182316360E0,1.060447669E0,2.937392105E0
3.028756379E1,-9.950671729E-1,1.558953062E0,1.296403578E0,2.258573790E0
3.029751679E1,7.521024987E-1,2.130875657E0,8.398732987E-1,2.410741876E0
3.030746879E1,1.933105282E0,3.151919378E0,-3.002672414E-1,3.709670095E0
3.031742079E1,1.863086629E0,3.779891043E0,-1.159577708E0,4.370730894E0
3.032737279E1,1.019962571E0,3.783438549E0,-1.258778061E0,4.115732390E0
3.033732479E1,-3.941374183E-2,3.457104859E0,-1.153579634E0,3.644704847E0
3.034727679E1,-1.030144620E0,2.500444245E0,-8.649444053E-1,2.839286562E0
3.035722879E1,-1.373631702E0,1.650652022E0,-4.174780414E-1,2.187648067E0
3.036718179E1,-1.176913241E0,8.197895747E-1,-1.988589804E-1,1.448007119E0
3.037713379E1,-1.347442608E0,-6.843896949E-1,-1.840014978E-1,1.522447827E0
3.038708579E1,-1.370156702E0,-1.760444021E0,1.070264120E-1,2.233371261E0
3.039703779E1,-1.313565010E0,-2.334925942E0,2.973284309E-1,2.695502993E0
3.040698979E1,-9.966722336E-1,-2.495373539E0,1.365677150E-1,2.690519538E0
3.041694179E1,-6.339267620E-1,-2.287516717E0,-1.364132023E-1,2.377646827E0
3.042689479E1,-5.240774605E-1,-1.572046732E0,-2.891999240E-1,1.682148837E0
3.043684679E1,-6.611633849E-1,-1.214276072E0,-2.666342032E-1,1.408082809E0
3.044679879E1,-7.814508435E-1,-1.264574990E0,-2.552379799E-1,1.508297634E0
3.045675079E1,-8.286320266E-1,-1.469978905E0,-5.403094773E-1,1.771836152E0
3.046670279E1,-9.644540754E-1,-1.620654051E0,-9.209969839E-1,2.098791715E0
3.047665479E1,-1.224272472E0,-1.580008301E0,-1.334624488E0,2.403433344E0
3.048660779E1,-1.280686701E0,-1.572629700E0,-1.061635823E0,2.289190516E0
3.049655979E1,-1.237878065E0,-1.647537795E0,-9.057478841E-1,2.251022461E0
3.050651179E1,-1.281078172E0,-1.601416712E0,-1.146899775E0,2.349696972E0
3.051646379E1,-1.377777085E0,-1.679667660E0,-1.277977832E0,2.520472274E0
3.052641579E1,-1.323831258E0,-1.599111739E0,-6.455673990E-1,2.174038827E0
3.053636779E1,-1.033621082E0,-1.414768326E0,-5.004585099E-1,1.822196662E0
3.054631979E1,-6.844873434E-1,-1.275816847E0,-8.411089616E-1,1.674424031E0
3.055627279E1,-4.968063390E-1,-1.094059657E0,-1.523208010E0,1.940089099E0
3.056622479E1,-4.643373352E-1,-7.443084526E-1,-1.877176226E0,2.072050872E0
3.057617679E1,-2.379878166E-1,-5.191883111E-1,-1.587427687E0,1.687045158E0
3.058612879E1,-2.509145486E-1,-4.635894763E-1,-1.380208211E0,1.477446453E0
3.059608079E1,-5.009189782E-1,-3.998688591E-1,-1.247166660E0,1.402226659E0
3.060603279E1,-7.544071788E-1,-5.542119634E-1,-1.350871707E0,1.643513146E0
3.061598579E1,-1.019404746E0,-8.747446311E-1,-1.397899693E0,1.938681964E0
3.062593779E1,-1.140820425E0,-1.291652861E0,-1.729903429E0,2.441803479E0
3.063588979E1,-1.599623078E0,-1.757646713E0,-2.177840055E0,3.223523424E0
3.064584179E1,-1.808671563E0,-2.117198435E0,-2.557946348E0,3.781125700E0
3.065579379E1,-1.670952093E0,-1.868036882E0,-2.538716025E0,3.567453117E0
3.066574579E1,-1.336427623E0,-1.329973174E0,-2.786446180E0,3.364394411E0
3.067569879E1,-7.056203502E-1,-2.554666060E-1,-2.470505916E0,2.581968773E0
3.068565079E1,-7.727589574E-1,6.496437854E-1,-1.321071811E0,1.662655762E0
3.069560279E1,-1.888066519E0,-1.931709552E-1,6.377850473E-1,2.002218760E0
3.070555479E1,-2.218449991E0,-4.343703550E-1,1.188984525E0,2.554189141E0
3.071550679E1,-2.052791355E0,-8.214805895E-1,1.110387568E0,2.474215685E0
3.072545879E1,-1.519132939E0,-1.382792827E0,3.509661095E-1,2.084000503E0
3.073541079E1,-8.694903231E-1,-1.786597447E0,-3.643645656E-1,2.020075592E0
3.074536379E1,-6.277366072E-1,-1.757499363E0,-5.198819371E-1,1.937300825E0
3.075531579E1,-1.956343871E-1,-8.850731528E-1,-1.364783403E0,1.638371458E0
3.076526779E1,7.737912834E-2,3.651451689E-1,-2.498977178E0,2.526698530E0
3.077521979E1,5.120669872E-2,1.359051962E0,-3.309603581E0,3.578144802E0
3.078517179E1,2.517390060E-1,1.978612992E0,-3.927484707E0,4.404931103E0
3.079512379E1,9.974876279E-1,2.394389201E0,-3.433838203E0,4.303408651E0
3.080507679E1,2.025255939E0,2.442137564E0,-2.621063533E0,4.115297261E0
3.081502879E1,2.224534896E0,2.414788383E0,-3.484792010E0,4.787852732E0
3.082498079E1,1.498655697E0,2.572404174E0,-4.366564994E0,5.284895645E0
3.083493279E1,8.009916535E-1,3.027712823E0,-3.283992777E0,4.537977647E0
3.084488479E1,7.820124686E-2,4.137618434E0,-1.741836572E0,4.489988462E0
3.085483679E1,-5.975895327E-1,4.781422021E0,-7.042782681E-1,4.869817006E0
3.086478879E1,-3.433700209E0,4.758688631E0,1.471422875E0,6.049834699E0
3.087474179E1,-1.490153553E0,4.757999829E0,2.149915799E0,5.429664624E0
3.088469379E1,1.496130870E0,4.639215397E0,1.797028441E0,5.195193769E0
3.089464579E1,1.340595226E0,6.467273111E0,1.087171783E0,6.693635749E0
3.090459779E1,1.061302385E0,4.681994212E0,1.552331237E-1,4.803283239E0
3.091454979E1,2.029096975E0,1.408018885E0,5.332824397E-1,2.526685947E0
3.092450179E1,3.210876561E0,-4.859819734E-1,2.570728362E0,4.141805292E0
3.093445479E1,3.853794002E0,-2.168280296E0,3.218527350E0,5.469194269E0
3.094440679E1,3.586363700E0,-2.957172598E0,3.390255396E0,5.753321303E0
3.095435879E1,3.002645225E0,-3.037088249E0,3.287903395E0,5.389813736E0
3.096431079E1,2.280745934E0,-2.748483717E0,1.795253080E0,3.997361427E0
3.097426279E1,1.812042483E0,-1.421823576E0,2.039850297E0,3.076697820E0
3.098421479E1,1.257256323E0,-4.703266382E-2,1.455408229E0,1.923829162E0
3.099416779E1,6.951558807E-1,1.456372434E0,1.214701311E-1,1.618337838E0
3.100411979E1,9.491989821E-1,2.897127541E0,-1.044979371E0,3.222779636E0
3.101407179E1,1.737833422E0,3.333571903E0,-1.226489736E0,3.954370204E0
